miRNA,lncRNA
hsa-miR-129-5p,SP3
hsa-miR-129-5p,SPCS3
hsa-miR-129-5p,SPECC1L.ADORA2A
hsa-miR-129-5p,SPIRE2
hsa-miR-129-5p,SPPL2B
hsa-miR-129-5p,SPSB3
hsa-miR-129-5p,SS18L1
hsa-miR-129-5p,SSR4
hsa-miR-129-5p,ST18
hsa-miR-129-5p,ST8SIA6.AS1
hsa-miR-129-5p,STARD4
hsa-miR-129-5p,STK11
hsa-miR-129-5p,STK16
hsa-miR-129-5p,STRN4
hsa-miR-129-5p,STT3B
hsa-miR-129-5p,SUB1P1
hsa-miR-129-5p,SUCLA2
hsa-miR-129-5p,SUPT6H
hsa-miR-129-5p,SVIP
hsa-miR-129-5p,SYS1
hsa-miR-129-5p,SYT15
hsa-miR-129-5p,TAB1
hsa-miR-129-5p,TAF10
hsa-miR-129-5p,TAF1D
hsa-miR-129-5p,TAF4
hsa-miR-129-5p,TATDN2P2
hsa-miR-129-5p,TAZ
hsa-miR-129-5p,TBC1D23
hsa-miR-129-5p,TCEA2
hsa-miR-129-5p,TGIF2
hsa-miR-129-5p,THBS1
hsa-miR-129-5p,THOC1
hsa-miR-129-5p,THUMPD3.AS1
hsa-miR-129-5p,TIMM21
hsa-miR-129-5p,TLE3
hsa-miR-129-5p,TLK2P1
hsa-miR-129-5p,TMEM141
hsa-miR-129-5p,TMEM150A
hsa-miR-129-5p,TMEM167A
hsa-miR-129-5p,TMEM2
hsa-miR-129-5p,TMEM205
hsa-miR-129-5p,TMEM218
hsa-miR-129-5p,TMEM237
hsa-miR-129-5p,TMEM243
hsa-miR-129-5p,TMEM86B
hsa-miR-129-5p,TOR1AIP2
hsa-miR-129-5p,TP73.AS1
hsa-miR-129-5p,TPD52
hsa-miR-129-5p,TPRKB
hsa-miR-129-5p,TPRN
hsa-miR-129-5p,TPT1
hsa-miR-129-5p,TPT1P10
hsa-miR-129-5p,TPT1P9
hsa-miR-129-5p,TPTE2P5
hsa-miR-129-5p,TRA2B
hsa-miR-129-5p,TRIAP1
hsa-miR-129-5p,TRIM11
hsa-miR-129-5p,TSC22D2
hsa-miR-129-5p,TSGA10
hsa-miR-129-5p,TSIX
hsa-miR-129-5p,TTC28.AS1
hsa-miR-129-5p,TTC3P1
hsa-miR-129-5p,TTK
hsa-miR-129-5p,TUG1
hsa-miR-129-5p,TXLNG2P
hsa-miR-129-5p,TXNIP
hsa-miR-129-5p,TXNL4A
hsa-miR-129-5p,TXNRD1
hsa-miR-129-5p,UBE2D1
hsa-miR-129-5p,UBE2E1
hsa-miR-129-5p,UBE2K
hsa-miR-129-5p,UBE2V1
hsa-miR-129-5p,UBE2V2
hsa-miR-129-5p,UBP1
hsa-miR-129-5p,UBQLN1
hsa-miR-129-5p,UBR3
hsa-miR-129-5p,UBR4
hsa-miR-129-5p,UBXN2A
hsa-miR-129-5p,UCK2
hsa-miR-129-5p,UPF1
hsa-miR-129-5p,USP21
hsa-miR-129-5p,USP32P2
hsa-miR-129-5p,USP33
hsa-miR-129-5p,VEGFA
hsa-miR-129-5p,VMP1
hsa-miR-129-5p,VRK3
hsa-miR-129-5p,WAC
hsa-miR-129-5p,WAC.AS1
hsa-miR-129-5p,WDR12
hsa-miR-129-5p,WDR20
hsa-miR-129-5p,WDR27
hsa-miR-129-5p,WIPI1
hsa-miR-129-5p,XIAP
hsa-miR-129-5p,XIST
hsa-miR-129-5p,XPO1
hsa-miR-129-5p,XXbac.BPG181M17.6
hsa-miR-129-5p,XXbac.BPG246D15.8
hsa-miR-129-5p,YBEY
hsa-miR-129-5p,YIPF5
hsa-miR-129-5p,YWHAB
hsa-miR-129-5p,YWHAE
hsa-miR-129-5p,ZC3H14
hsa-miR-129-5p,ZCCHC9
hsa-miR-129-5p,ZDHHC13
hsa-miR-129-5p,ZDHHC20P4
hsa-miR-129-5p,ZFAND5
hsa-miR-129-5p,ZFP91.CNTF
hsa-miR-129-5p,ZFRP1
hsa-miR-129-5p,ZIC2
hsa-miR-129-5p,ZMIZ1.AS1
hsa-miR-129-5p,ZMYM6
hsa-miR-129-5p,ZNF26
hsa-miR-129-5p,ZNF268
hsa-miR-129-5p,ZNF271
hsa-miR-129-5p,ZNF283
hsa-miR-129-5p,ZNF295.AS1
hsa-miR-129-5p,ZNF37BP
hsa-miR-129-5p,ZNF410
hsa-miR-129-5p,ZNF419
hsa-miR-129-5p,ZNF518A
hsa-miR-129-5p,ZNF561
hsa-miR-129-5p,ZNF644
hsa-miR-129-5p,ZNF678
hsa-miR-129-5p,ZNF692
hsa-miR-129-5p,ZNF706
hsa-miR-129-5p,ZNF718
hsa-miR-129-5p,ZNF736P9Y
hsa-miR-129-5p,ZNF800
hsa-miR-129-5p,ZNF876P
hsa-miR-129-5p,ZZZ3
hsa-miR-1296-5p,CASC7
hsa-miR-1296-5p,SENP3.EIF4A1
hsa-miR-1296-5p,SNORA67
hsa-miR-1298-5p,CG7715
hsa-miR-1298-5p,AC009120.6
hsa-miR-1298-5p,AC015849.19
hsa-miR-1298-5p,AC105342.1
hsa-miR-1298-5p,AC108142.1
hsa-miR-1298-5p,AC109828.1
hsa-miR-1298-5p,ACTB
hsa-miR-1298-5p,ADD3
hsa-miR-1298-5p,AF131215.9
hsa-miR-1298-5p,aHIF
hsa-miR-1298-5p,AHSA2
hsa-miR-1298-5p,ARID2
hsa-miR-1298-5p,ARL14EP
hsa-miR-1298-5p,ARL5AP4
hsa-miR-1298-5p,ATP5G2
hsa-miR-1298-5p,AUP1
hsa-miR-1298-5p,AURKAIP1
hsa-miR-1298-5p,BAZ1B
hsa-miR-1298-5p,BNIP2
hsa-miR-1298-5p,BSG
hsa-miR-1298-5p,C12orf73
hsa-miR-1298-5p,C17orf76.AS1
hsa-miR-1298-5p,C21orf91
hsa-miR-1298-5p,C22orf43
hsa-miR-1298-5p,C2CD5
hsa-miR-1298-5p,C7orf73
hsa-miR-1298-5p,C9orf91
hsa-miR-1298-5p,CAPNS1
hsa-miR-1298-5p,CASC7
hsa-miR-1298-5p,CASC9
hsa-miR-1298-5p,CASD1
hsa-miR-1298-5p,CCDC171
hsa-miR-1298-5p,CCNE2
hsa-miR-1298-5p,CDKN1A
hsa-miR-1298-5p,CELF1
hsa-miR-1298-5p,CENPL
hsa-miR-1298-5p,CERS6.AS1
hsa-miR-1298-5p,CHUK
hsa-miR-1298-5p,CIRH1A
hsa-miR-1298-5p,CLK3
hsa-miR-1298-5p,CLTC
hsa-miR-1298-5p,CMC1
hsa-miR-1298-5p,CMTM4
hsa-miR-1298-5p,CNBP
hsa-miR-1298-5p,CNOT4
hsa-miR-1298-5p,CNOT7
hsa-miR-1298-5p,COL21A1
hsa-miR-1298-5p,CTC.453G23.8
hsa-miR-1298-5p,CTD.2228K2.5
hsa-miR-1298-5p,CTD.2267D19.2
hsa-miR-1298-5p,CTD.2267D19.6
hsa-miR-1298-5p,CTD.2561J22.5
hsa-miR-1298-5p,DCP1A
hsa-miR-1298-5p,DDX39B
hsa-miR-1298-5p,DMXL2
hsa-miR-1298-5p,DNAJC10
hsa-miR-1298-5p,DNAJC7
hsa-miR-1298-5p,DPH5
hsa-miR-1298-5p,DUSP16
hsa-miR-1298-5p,DYNC1LI2
hsa-miR-1298-5p,EIF3B
hsa-miR-1298-5p,ENY2
hsa-miR-1298-5p,ERICH1
hsa-miR-1298-5p,FAM193B
hsa-miR-1298-5p,FTH1
hsa-miR-1298-5p,FTH1P5
hsa-miR-1298-5p,FUBP1
hsa-miR-1298-5p,GAS5
hsa-miR-1298-5p,GLIS3
hsa-miR-1298-5p,GPATCH4
hsa-miR-1298-5p,GTF2A2
hsa-miR-1298-5p,h19
hsa-miR-1298-5p,HCG18
hsa-miR-1298-5p,HDAC1
hsa-miR-1298-5p,HEY1
hsa-miR-1298-5p,HNRNPH1
hsa-miR-1298-5p,HNRNPK
hsa-miR-1298-5p,HOXC5
hsa-miR-1298-5p,HOXC.AS2
hsa-miR-1298-5p,HSDL1
hsa-miR-1298-5p,IL20RB.AS1
hsa-miR-1298-5p,INIP
hsa-miR-1298-5p,ITFG1
hsa-miR-1298-5p,KB.1460A1.5
hsa-miR-1298-5p,KCNQ1OT1
hsa-miR-1298-5p,KDM5B
hsa-miR-1298-5p,LAMA5
hsa-miR-1298-5p,LINC00273
hsa-miR-1298-5p,LINC00476
hsa-miR-1298-5p,LINC00668
hsa-miR-1298-5p,LINC00685
hsa-miR-1298-5p,LINC00958
hsa-miR-1298-5p,LOC100506548
hsa-miR-1298-5p,LOC100506710
hsa-miR-1298-5p,LRRD1
hsa-miR-1298-5p,MAST2
hsa-miR-1298-5p,MCM3AP.AS1
hsa-miR-1298-5p,MCM9
hsa-miR-1298-5p,MDP1
hsa-miR-1298-5p,MGST1
hsa-miR-1298-5p,MORF4L2
hsa-miR-1298-5p,MRPL3
hsa-miR-1298-5p,MTCH2
hsa-miR-1298-5p,MTCP1
hsa-miR-1298-5p,MYCBP
hsa-miR-1298-5p,MYL6
hsa-miR-1298-5p,NARFL
hsa-miR-1298-5p,NBN
hsa-miR-1298-5p,NDUFAF6
hsa-miR-1298-5p,NEAT1
hsa-miR-1298-5p,NONHSAG003372
hsa-miR-1298-5p,NONHSAG003862
hsa-miR-1298-5p,NONHSAG004065
hsa-miR-1298-5p,NONHSAG005191
hsa-miR-1298-5p,NONHSAG007203
hsa-miR-1298-5p,NONHSAG008297
hsa-miR-1298-5p,NONHSAG008671
hsa-miR-1298-5p,NONHSAG009185
hsa-miR-1298-5p,NONHSAG010982
hsa-miR-1298-5p,NONHSAG013249
hsa-miR-1298-5p,NONHSAG013584
hsa-miR-1298-5p,NONHSAG013844
hsa-miR-1298-5p,NONHSAG014615
hsa-miR-1298-5p,NONHSAG014858
hsa-miR-1298-5p,NONHSAG016640
hsa-miR-1298-5p,NONHSAG017341
hsa-miR-1298-5p,NONHSAG018460
hsa-miR-1298-5p,NONHSAG019064
hsa-miR-1298-5p,NONHSAG019270
hsa-miR-1298-5p,NONHSAG019789
hsa-miR-1298-5p,NONHSAG021363
hsa-miR-1298-5p,NONHSAG021667
hsa-miR-1298-5p,NONHSAG022553
hsa-miR-1298-5p,NONHSAG027789
hsa-miR-1298-5p,NONHSAG027834
hsa-miR-1298-5p,NONHSAG028819
hsa-miR-1298-5p,NONHSAG029275
hsa-miR-1298-5p,NONHSAG029331
hsa-miR-1298-5p,NONHSAG031423
hsa-miR-1298-5p,NONHSAG034051
hsa-miR-1298-5p,NONHSAG035941
hsa-miR-1298-5p,NONHSAG036141
hsa-miR-1298-5p,NONHSAG037792
hsa-miR-1298-5p,NONHSAG037835
hsa-miR-1298-5p,NONHSAG040409
hsa-miR-1298-5p,NONHSAG042555
hsa-miR-1298-5p,NONHSAG042706
hsa-miR-1298-5p,NONHSAG042837
hsa-miR-1298-5p,NONHSAG043335
hsa-miR-1298-5p,NONHSAG043703
hsa-miR-1298-5p,NONHSAG044129
hsa-miR-1298-5p,NONHSAG044598
hsa-miR-1298-5p,NONHSAG044838
hsa-miR-1298-5p,NONHSAG047232
hsa-miR-1298-5p,NONHSAG047500
hsa-miR-1298-5p,NONHSAG047547
hsa-miR-1298-5p,NONHSAG048074
hsa-miR-1298-5p,NONHSAG049422
hsa-miR-1298-5p,NONHSAG050525
hsa-miR-1298-5p,NONHSAG051105
hsa-miR-1298-5p,NONHSAG051565
hsa-miR-1298-5p,NONHSAG052830
hsa-miR-1298-5p,NONHSAG053243
hsa-miR-1298-5p,NONHSAG053376
hsa-miR-1298-5p,NONHSAG053896
hsa-miR-1298-5p,NUP155
hsa-miR-1298-5p,NUP62
hsa-miR-1298-5p,NUP88
hsa-miR-1298-5p,OIP5.AS1
hsa-miR-1298-5p,PAFAH1B2
hsa-miR-1298-5p,PAPOLA
hsa-miR-1298-5p,PATL2
hsa-miR-1298-5p,PCSK6
hsa-miR-1298-5p,PGM3
hsa-miR-1298-5p,PNISR
hsa-miR-1298-5p,POC5
hsa-miR-1298-5p,PPP2CA
hsa-miR-1298-5p,PRKCSH
hsa-miR-1298-5p,PRKD3
hsa-miR-1298-5p,PTPN3
hsa-miR-1298-5p,PXN
hsa-miR-1298-5p,RAN
hsa-miR-1298-5p,RARS2
hsa-miR-1298-5p,RBM26
hsa-miR-1298-5p,RDH13
hsa-miR-1298-5p,REPIN1
hsa-miR-1298-5p,RIMKLB
hsa-miR-1298-5p,RP11.101E7.2
hsa-miR-1298-5p,RP11.128A17.1
hsa-miR-1298-5p,RP11.148K1.12
hsa-miR-1298-5p,RP11.15A1.7
hsa-miR-1298-5p,RP11.166O4.5
hsa-miR-1298-5p,RP11.175O19.4
hsa-miR-1298-5p,RP11.226L15.5
hsa-miR-1298-5p,RP11.280O1.2
hsa-miR-1298-5p,RP11.2F9.4
hsa-miR-1298-5p,RP11.316M1.12
hsa-miR-1298-5p,RP11.344P13.1
hsa-miR-1298-5p,RP11.347C12.10
hsa-miR-1298-5p,RP11.395B7.7
hsa-miR-1298-5p,RP11.395P17.11
hsa-miR-1298-5p,RP11.582J16.5
hsa-miR-1298-5p,RP11.611D20.2
hsa-miR-1298-5p,RP1.170O19.20
hsa-miR-1298-5p,RP11.711K1.7
hsa-miR-1298-5p,RP11.770J1.5
hsa-miR-1298-5p,RP11.8L18.3
hsa-miR-1298-5p,RP11.98D18.15
hsa-miR-1298-5p,RP1.92O14.6
hsa-miR-1298-5p,RP3.430N8.11
hsa-miR-1298-5p,RP5.1125A11.1
hsa-miR-1298-5p,RP6.99M1.2
hsa-miR-1298-5p,RPL17
hsa-miR-1298-5p,RPL19
hsa-miR-1298-5p,RPL23A
hsa-miR-1298-5p,RRP1
hsa-miR-1298-5p,SAT1
hsa-miR-1298-5p,SEH1L
hsa-miR-1298-5p,SEMA4D
hsa-miR-1298-5p,SERP1
hsa-miR-1298-5p,SFPQ
hsa-miR-1298-5p,SLC25A36
hsa-miR-1298-5p,SLC38A10
hsa-miR-1298-5p,SLC38A2
hsa-miR-1298-5p,SMIM14
hsa-miR-1298-5p,SNHG1
hsa-miR-1298-5p,SNRPA1
hsa-miR-1298-5p,SPDYA
hsa-miR-1298-5p,SPTAN1
hsa-miR-1298-5p,SREK1
hsa-miR-1298-5p,SRRM2
hsa-miR-1298-5p,SRSF2
hsa-miR-1298-5p,ST5
hsa-miR-1298-5p,ST7L
hsa-miR-1298-5p,TFAP4
hsa-miR-1298-5p,TM2D3
hsa-miR-1298-5p,TP53TG1
hsa-miR-1298-5p,TPRKB
hsa-miR-1298-5p,TRIAP1
hsa-miR-1298-5p,TRPA1
hsa-miR-1298-5p,TSC22D2
hsa-miR-1298-5p,TSG101
hsa-miR-1298-5p,TSIX
hsa-miR-1298-5p,TTC28.AS1
hsa-miR-1298-5p,TUG1
hsa-miR-1298-5p,TXNRD1
hsa-miR-1298-5p,USP47
hsa-miR-1298-5p,WDR76
hsa-miR-1298-5p,WRAP73
hsa-miR-1298-5p,XIST
hsa-miR-1298-5p,XRCC5
hsa-miR-1298-5p,YIPF5
hsa-miR-1298-5p,YWHAB
hsa-miR-1298-5p,ZACN
hsa-miR-1298-5p,ZDHHC17
hsa-miR-1298-5p,ZDHHC20
hsa-miR-1298-5p,ZFAND1
hsa-miR-1298-5p,ZMYM6
hsa-miR-1298-5p,ZNF37BP
hsa-miR-1298-5p,ZNF542
hsa-miR-1298-5p,ZUFSP
hsa-miR-1299,AC005062.2
hsa-miR-1299,AC007238.1
hsa-miR-1299,AC009948.7
hsa-miR-1299,AC034220.3
hsa-miR-1299,AC116366.6
hsa-miR-1299,ALDOAP2
hsa-miR-1299,BZW1P2
hsa-miR-1299,C14orf132
hsa-miR-1299,C1orf132
hsa-miR-1299,CDC42P1
hsa-miR-1299,CDC42P5
hsa-miR-1299,CDC42P6
hsa-miR-1299,CTB.131B5.5
hsa-miR-1299,CTC.428G20.3
hsa-miR-1299,CTC.451P13.1
hsa-miR-1299,CTD.2298J14.2
hsa-miR-1299,CTD.2366F13.1
hsa-miR-1299,CTD.2666L21.3
hsa-miR-1299,DPY19L1P2
hsa-miR-1299,EEF1A1P11
hsa-miR-1299,EEF1A1P19
hsa-miR-1299,EEF1A1P4
hsa-miR-1299,ERHP1
hsa-miR-1299,ETF1P2
hsa-miR-1299,FAM211A.AS1
hsa-miR-1299,GAPDHP44
hsa-miR-1299,GAPDHP60
hsa-miR-1299,GAPDHP72
hsa-miR-1299,H19
hsa-miR-1299,HDAC1P2
hsa-miR-1299,HNRNPKP2
hsa-miR-1299,HNRNPKP4
hsa-miR-1299,HSP90AA6P
hsa-miR-1299,IPW
hsa-miR-1299,KCNQ1OT1
hsa-miR-1299,KRT8P12
hsa-miR-1299,LINC00657
hsa-miR-1299,LINC01391
hsa-miR-1299,LOC100289495
hsa-miR-1299,LOC100506639
hsa-miR-1299,LOC100507424
hsa-miR-1299,LOC646719
hsa-miR-1299,LRRC75A.AS1
hsa-miR-1299,LRRFIP1P1
hsa-miR-1299,MEG3
hsa-miR-1299,MPRIPP1
hsa-miR-1299,MTND4P12
hsa-miR-1299,NACAP3
hsa-miR-1299,NEAT1
hsa-miR-1299,OTUD6B.AS1
hsa-miR-1299,PCAT19
hsa-miR-1299,PRSS3P1
hsa-miR-1299,RP11.1033A18.1
hsa-miR-1299,RP11.112J1.1
hsa-miR-1299,RP11.151A6.4
hsa-miR-1299,RP11.348P10.2
hsa-miR-1299,RP11.362F19.1
hsa-miR-1299,RP11.379H18.1
hsa-miR-1299,RP11.383G6.4
hsa-miR-1299,RP11.383J24.6
hsa-miR-1299,RP11.3K16.2
hsa-miR-1299,RP11.44M6.7
hsa-miR-1299,RP11.452L6.5
hsa-miR-1299,RP1.145M24.1
hsa-miR-1299,RP11.466H18.1
hsa-miR-1299,RP11.485G4.2
hsa-miR-1299,RP11.517C16.2
hsa-miR-1299,RP11.563J2.3
hsa-miR-1299,RP11.578C11.2
hsa-miR-1299,RP11.592N21.1
hsa-miR-1299,RP11.611O2.3
hsa-miR-1299,RP11.627G23.1
hsa-miR-1299,RP11.661A12.4
hsa-miR-1299,RP11.700P18.1
hsa-miR-1299,RP11.712P20.2
hsa-miR-1299,RP11.7D5.2
hsa-miR-1299,RP1.281H8.3
hsa-miR-1299,RP4.622L5.2
hsa-miR-1299,RP4.701O16.5
hsa-miR-1299,RP4.814D15.2
hsa-miR-1299,RP5.935K16.1
hsa-miR-1299,RPL13P
hsa-miR-1299,RPL37P6
hsa-miR-1299,RPL7P1
hsa-miR-1299,RPS3AP6
hsa-miR-1299,SNHG10
hsa-miR-1299,SNHG14
hsa-miR-1299,SRP72P2
hsa-miR-1299,ST13P13
hsa-miR-1299,ST13P15
hsa-miR-1299,SUB1P1
hsa-miR-1299,TPT1P10
hsa-miR-1299,TPT1P4
hsa-miR-1299,TPT1P5
hsa-miR-1299,TPT1P6
hsa-miR-1299,TPT1P9
hsa-miR-1299,ZNF876P
hsa-miR-1301-3p,AC098820.3
hsa-miR-1301-3p,AFAP1.AS1
hsa-miR-1301-3p,AGPAT5P1
hsa-miR-1301-3p,CASC7
hsa-miR-1301-3p,JPX
hsa-miR-1301-3p,NNT.AS1
hsa-miR-1301-3p,POM121B
hsa-miR-1301-3p,PPP4R1L
hsa-miR-1301-3p,RP11.244H3.1
hsa-miR-1301-3p,RP11.310A13.2
hsa-miR-1301-3p,RP11.46A10.5
hsa-miR-1301-3p,RP11.518L10.5
hsa-miR-1301-3p,RP11.9L18.2
hsa-miR-1301-3p,RP1.89D4.1
hsa-miR-1301-3p,RP4.622L5.2
hsa-miR-1301-3p,WAC.AS1
hsa-miR-1302,GAPDHP1
hsa-miR-1302,PFN1P12
hsa-miR-1303,AC004069.2
hsa-miR-1303,AC009948.5
hsa-miR-1303,C10orf32.ASMT
hsa-miR-1303,CEBPZ.AS1
hsa-miR-1303,CFL1P2
hsa-miR-1303,PSMD5.AS1
hsa-miR-1303,RP4.635E8.1
hsa-miR-1304-3p,ABHD14A.ACY1
hsa-miR-1304-3p,AC005154.6
hsa-miR-1304-3p,AP000320.7
hsa-miR-1304-3p,AP000347.2
hsa-miR-1304-3p,BLOC1S5.TXNDC5
hsa-miR-1304-3p,C1orf132
hsa-miR-1304-3p,CASC7
hsa-miR-1304-3p,chr22.38_28785274.29006793.1
hsa-miR-1304-3p,CKMT2.AS1
hsa-miR-1304-3p,CTA.315H11.2
hsa-miR-1304-3p,CTC.273B12.8
hsa-miR-1304-3p,CTC.459F4.3
hsa-miR-1304-3p,CTD.2228K2.7
hsa-miR-1304-3p,CTD.2622I13.3
hsa-miR-1304-3p,EPB41L4A.AS1
hsa-miR-1304-3p,FBXL19.AS1
hsa-miR-1304-3p,FGD5.AS1
hsa-miR-1304-3p,GABPB1.AS1
hsa-miR-1304-3p,HNRNPKP4
hsa-miR-1304-3p,HNRNPU.AS1
hsa-miR-1304-3p,KCNQ1OT1
hsa-miR-1304-3p,LINC00894
hsa-miR-1304-3p,LINC01094
hsa-miR-1304-3p,LINC01206
hsa-miR-1304-3p,LOC100506548
hsa-miR-1304-3p,MALAT1
hsa-miR-1304-3p,MAST4.IT1
hsa-miR-1304-3p,MIR663AHG
hsa-miR-1304-3p,NEAT1
hsa-miR-1304-3p,OR51P1P
hsa-miR-1304-3p,PISRT1
hsa-miR-1304-3p,RNF216P1
hsa-miR-1304-3p,RNU12
hsa-miR-1304-3p,RP1.102K2.8
hsa-miR-1304-3p,RP11.100N21.1
hsa-miR-1304-3p,RP11.15H7.2
hsa-miR-1304-3p,RP11.229P13.2
hsa-miR-1304-3p,RP11.283I3.6
hsa-miR-1304-3p,RP11.412D9.4
hsa-miR-1304-3p,RP11.42A4.1
hsa-miR-1304-3p,RP11.437F6.1
hsa-miR-1304-3p,RP11.488C13.5
hsa-miR-1304-3p,RP11.51L5.2
hsa-miR-1304-3p,RP11.550C4.4
hsa-miR-1304-3p,RP11.552M11.4
hsa-miR-1304-3p,RP11.64D24.2
hsa-miR-1304-3p,RP11.680H20.1
hsa-miR-1304-3p,RP11.715J22.6
hsa-miR-1304-3p,RP1.184J9.2
hsa-miR-1304-3p,RP1.5O6.6
hsa-miR-1304-3p,RP3.323A16.1
hsa-miR-1304-3p,RP4.758J18.2
hsa-miR-1304-3p,RP4.813F11.4
hsa-miR-1304-3p,RP6.24A23.7
hsa-miR-1304-3p,RPL31P56
hsa-miR-1304-3p,RPPH1
hsa-miR-1304-3p,SENP3.EIF4A1
hsa-miR-1304-3p,SLFNL1.AS1
hsa-miR-1304-3p,SLMO2.ATP5E
hsa-miR-1304-3p,SNHG1
hsa-miR-1304-3p,SNHG10
hsa-miR-1304-3p,SNHG15
hsa-miR-1304-3p,SNHG17
hsa-miR-1304-3p,SNHG7
hsa-miR-1304-3p,SNORA67
hsa-miR-1304-3p,SNORD3C
hsa-miR-1304-3p,STAG3L5P
hsa-miR-1304-3p,STAG3L5P.PVRIG2P.PILRB
hsa-miR-1304-3p,STX16.NPEPL1
hsa-miR-1304-3p,THUMPD3.AS1
hsa-miR-1304-3p,TINCR
hsa-miR-1304-3p,TMEM198B
hsa-miR-1304-3p,TUG1
hsa-miR-1304-3p,XIST
hsa-miR-1304-3p,ZFP91.CNTF
hsa-miR-1304-3p,ZNF252P
hsa-miR-1304-5p,AADACL2.AS1
hsa-miR-1304-5p,AC093323.3
hsa-miR-1304-5p,AC124997.1
hsa-miR-1304-5p,ACTG1P4
hsa-miR-1304-5p,ARHGAP19.SLIT1
hsa-miR-1304-5p,ATP6V1G2.DDX39B
hsa-miR-1304-5p,CASC7
hsa-miR-1304-5p,CENPBD1P1
hsa-miR-1304-5p,CTA.315H11.2
hsa-miR-1304-5p,CTC.444N24.8
hsa-miR-1304-5p,EEF1A1P28
hsa-miR-1304-5p,EXOC7P1
hsa-miR-1304-5p,FAM92A1P1
hsa-miR-1304-5p,FTX
hsa-miR-1304-5p,GATA2.AS1
hsa-miR-1304-5p,GNG12.AS1
hsa-miR-1304-5p,GS1.531I17.3
hsa-miR-1304-5p,HNRNPUL2.BSCL2
hsa-miR-1304-5p,HOXA10.HOXA9
hsa-miR-1304-5p,INE1
hsa-miR-1304-5p,KCNQ1OT1
hsa-miR-1304-5p,LDHBP2
hsa-miR-1304-5p,LINC00106
hsa-miR-1304-5p,LOC100506548
hsa-miR-1304-5p,LOC100506714
hsa-miR-1304-5p,MALAT1
hsa-miR-1304-5p,MIR4697HG
hsa-miR-1304-5p,NEAT1
hsa-miR-1304-5p,NUP50.AS1
hsa-miR-1304-5p,OIP5.AS1
hsa-miR-1304-5p,RBMS1P1
hsa-miR-1304-5p,RP11.303E16.2
hsa-miR-1304-5p,RP11.43F13.1
hsa-miR-1304-5p,RP11.449H3.2
hsa-miR-1304-5p,RP11.454C18.2
hsa-miR-1304-5p,RP11.53O19.1
hsa-miR-1304-5p,RP11.611O2.3
hsa-miR-1304-5p,RP11.793H13.8
hsa-miR-1304-5p,RP11.90P13.1
hsa-miR-1304-5p,RP4.671O14.6
hsa-miR-1304-5p,RPL15P21
hsa-miR-1304-5p,RPS7P11
hsa-miR-1304-5p,RRP7B
hsa-miR-1304-5p,TUG1
hsa-miR-1304-5p,U73166.2
hsa-miR-1304-5p,XIST
hsa-miR-1305,AC009506.2
hsa-miR-1305,AC013394.2
hsa-miR-1305,AC096664.2
hsa-miR-1305,AP001505.10
hsa-miR-1305,AP003068.18
hsa-miR-1305,ASB16.AS1
hsa-miR-1305,BCAS2P2
hsa-miR-1305,C1orf132
hsa-miR-1305,CASC7
hsa-miR-1305,CCT7P1
hsa-miR-1305,CCT8P1
hsa-miR-1305,chr22.38_28785274.29006793.1
hsa-miR-1305,CRYBB2P1
hsa-miR-1305,CTA.292E10.9
hsa-miR-1305,CTB.89H12.4
hsa-miR-1305,CTC.273B12.8
hsa-miR-1305,CTC.366B18.4
hsa-miR-1305,CTC.444N24.11
hsa-miR-1305,ERVK13.1
hsa-miR-1305,FGD5.AS1
hsa-miR-1305,GNPATP
hsa-miR-1305,HNRNPA1P42
hsa-miR-1305,HNRNPA1P53
hsa-miR-1305,HNRNPA3P7
hsa-miR-1305,HNRNPU.AS1
hsa-miR-1305,HOTAIRM1
hsa-miR-1305,KB.226F1.2
hsa-miR-1305,KCNQ1OT1
hsa-miR-1305,LINC00657
hsa-miR-1305,LINC00674
hsa-miR-1305,LOC100507217
hsa-miR-1305,LOC646626
hsa-miR-1305,MAGI2.AS3
hsa-miR-1305,MALAT1
hsa-miR-1305,MCM3AP.AS1
hsa-miR-1305,NAP1L4P1
hsa-miR-1305,NEAT1
hsa-miR-1305,NPM1P26
hsa-miR-1305,OIP5.AS1
hsa-miR-1305,PGBD4P6
hsa-miR-1305,PTGES3P1
hsa-miR-1305,PVRIG2P
hsa-miR-1305,RP11.119F7.5
hsa-miR-1305,RP11.131L23.1
hsa-miR-1305,RP11.136K14.2
hsa-miR-1305,RP11.13J10.1
hsa-miR-1305,RP11.140H17.2
hsa-miR-1305,RP11.156E6.1
hsa-miR-1305,RP11.159D12.2
hsa-miR-1305,RP11.167P22.5
hsa-miR-1305,RP11.173G21.1
hsa-miR-1305,RP11.175O19.4
hsa-miR-1305,RP11.295H24.3
hsa-miR-1305,RP11.382N13.3
hsa-miR-1305,RP1.140K8.5
hsa-miR-1305,RP11.436D23.1
hsa-miR-1305,RP11.446H18.1
hsa-miR-1305,RP11.474P2.6
hsa-miR-1305,RP11.611O2.3
hsa-miR-1305,RP11.631N16.2
hsa-miR-1305,RP11.690I21.2
hsa-miR-1305,RP11.700P18.1
hsa-miR-1305,RP11.705C15.2
hsa-miR-1305,RP11.778D9.4
hsa-miR-1305,RP1.178F10.3
hsa-miR-1305,RP11.817I4.2
hsa-miR-1305,RP11.834C11.4
hsa-miR-1305,RP11.90H3.1
hsa-miR-1305,RP11.94L15.2
